CustomerID,City,NoOfChildren,MinAgeOfChild,MaxAgeOfChild,Tenure,FrquncyOfPurchase,NoOfUnitsPurchased,FrequencyOFPlay,NoOfGamesPlayed,NoOfGamesBought,FavoriteChannelOfTransaction,FavoriteGame,TotalRevenueGenerated
3411,1,1,6,6,294,12,8,224,27,12,Favorite,Uniform,115.01
3412,1,2,4,7,374,18,11,133,14,18,Favorite,Uniform,135
3413,1,4,5,7,336,15,12,804,43,15,Favorite,Uniform,102.5
3414,1,2,6,9,139,9,9,1787,131,9,Favorite,Uniform,140
3415,1,1,6,6,447,20,20,1767,184,20,Favorite,Uniform,223.01
3416,1,2,4,6,439,13,13,3542,173,10,Favorite,Uniform,109.05
3417,1,4,4,5,254,13,12,44,11,11,Favorite,Uniform,198.09
3418,1,3,3,7,454,9,9,3152,231,9,Favorite,Uniform,100
3419,1,1,4,4,367,13,13,169,35,8,Favorite,Uniform,142.48
3420,1,3,6,23,358,16,11,2578,44,16,Favorite,Uniform,103.5
3421,1,1,6,6,372,13,13,112,26,1,Favorite,Uniform,312.5
3422,1,1,6,6,426,42,25,1033,169,39,Favorite,Uniform,278.72
3423,1,2,9,9,245,23,23,10205,434,23,Favorite,Uniform,310.01
3424,1,1,6,6,387,1,1,109,14,0,Favorite,Uniform,129.99
3425,1,2,2,4,377,12,10,3127,96,12,Favorite,Uniform,132.5
3426,1,5,3,7,450,20,20,2782,100,20,Favorite,Uniform,122.52
3427,1,2,2,4,418,16,16,4516,67,14,Favorite,Uniform,119.98
3428,1,1,5,5,222,21,21,1067,65,20,Favorite,Uniform,137.53
3429,1,2,2,5,450,6,6,1676,103,6,Favorite,Uniform,100
3430,1,3,4,6,366,7,7,541,67,0,Favorite,Uniform,112.68
3431,1,2,3,5,452,25,16,175,26,23,Favorite,Uniform,139.98
3432,1,4,4,9,463,11,10,2687,281,9,Favorite,Uniform,117.48
3433,1,2,6,8,366,14,13,1913,123,14,Favorite,Uniform,174.5
3434,1,3,2,20,189,9,9,399,29,2,Favorite,Uniform,145.43
3435,1,3,5,11,440,12,11,167,37,12,Uniform,Uniform,110.01
3436,1,3,5,9,371,7,7,575,36,6,Favorite,Uniform,192.49
3437,1,1,5,5,207,9,9,718,108,9,Favorite,Uniform,108
3438,1,2,5,7,312,17,17,932,70,17,Favorite,Uniform,170
3439,1,2,4,4,435,20,17,383,43,20,Uniform,Uniform,102.54
3440,1,2,5,7,372,16,16,2871,205,16,Favorite,Uniform,120
3441,1,2,6,13,464,18,17,2353,91,18,Favorite,Uniform,125
3442,1,1,7,7,172,14,12,660,44,14,Uniform,Uniform,152.5
3443,1,1,7,7,186,10,10,241,8,10,Favorite,Favorite,117.5
3444,1,2,5,6,382,10,10,2616,63,10,Favorite,Uniform,112.5
3445,1,2,5,7,215,5,5,209,28,5,Favorite,Uniform,102.5
3446,1,1,6,6,290,10,9,1295,97,10,Favorite,Uniform,110
3447,1,4,8,10,428,16,16,3207,159,16,Favorite,Uniform,197.5
3448,1,2,3,5,212,13,12,1421,60,13,Favorite,Uniform,152.5
3449,1,2,6,8,338,15,11,964,104,15,Uniform,Uniform,117.53
3450,1,3,1,6,467,23,23,3912,322,17,Uniform,Uniform,310.92
3451,1,1,5,5,369,5,5,87,17,0,Favorite,Uniform,166.8
3452,1,5,4,12,365,11,11,370,11,11,Favorite,Uniform,152.5
3453,1,4,4,7,446,31,31,5392,175,25,Favorite,Uniform,419.95
3454,1,4,1,7,291,15,15,2702,87,10,Favorite,Uniform,166.45
3455,1,1,6,6,366,22,22,1736,151,20,Uniform,Uniform,178.74
3456,1,2,7,10,385,16,14,1224,174,12,Uniform,Uniform,151.99
3457,1,3,5,20,384,29,25,1954,158,19,Favorite,Uniform,315.12
3458,1,2,5,5,128,8,10,323,10,2,Favorite,Uniform,150.24
3459,1,1,5,5,392,22,22,1824,109,22,Favorite,Uniform,207.5
3460,1,3,4,7,255,29,20,2160,113,29,Favorite,Uniform,210
3461,1,2,6,9,324,12,12,794,39,12,Favorite,Uniform,160
3462,1,2,5,8,190,8,8,255,24,0,Favorite,Uniform,160.67
3463,1,1,6,6,315,14,14,1960,146,14,Favorite,Uniform,135.02
3464,1,2,5,9,331,10,9,981,107,10,Favorite,Uniform,107.5
3465,1,2,4,7,425,7,7,8,3,1,Favorite,Favorite,102.17
3466,1,2,6,10,362,16,12,341,62,10,Uniform,Uniform,262.5
3467,1,2,5,7,305,12,12,1265,96,12,Favorite,Uniform,105
3468,1,5,2,11,225,11,11,2308,156,11,Favorite,Uniform,100
3469,1,3,8,14,334,15,13,494,55,15,Favorite,Uniform,102.51
3470,1,1,5,5,388,17,15,544,81,17,Favorite,Uniform,112.51
3471,1,2,5,7,249,15,12,919,62,15,Favorite,Uniform,147.5
3472,1,2,7,7,431,22,22,1764,187,22,Favorite,Uniform,249
3473,1,1,6,6,421,8,8,444,49,5,Favorite,Uniform,102.97
3474,1,2,6,9,109,9,9,4314,43,9,Favorite,Uniform,120
3475,1,2,4,5,287,7,7,0,0,0,Favorite,NONE,205.93
3476,1,2,5,5,450,21,18,1575,101,21,Favorite,Uniform,173.75
3477,1,3,2,8,355,20,20,488,87,20,Favorite,Uniform,107.47
3478,1,3,4,9,400,12,12,396,59,12,Favorite,Uniform,110
3479,1,3,4,10,351,9,9,115,18,4,Favorite,Uniform,126.2
3480,1,3,3,6,439,21,20,7370,509,21,Favorite,Uniform,117.53
3481,1,1,4,4,358,11,10,650,66,8,Uniform,Uniform,116.89
3482,1,2,4,6,413,26,26,1194,145,26,Favorite,Uniform,191.25
3483,1,2,5,8,371,13,13,1233,69,13,Favorite,Uniform,150
3484,1,2,6,7,315,16,12,3528,180,16,Favorite,Uniform,122.5
3485,1,2,5,11,431,14,14,344,43,5,Favorite,Uniform,220.96
3486,1,1,6,6,318,6,6,196,21,0,Favorite,Uniform,108.5
3487,1,2,6,10,397,16,14,293,49,16,Favorite,Uniform,142.5
3488,1,2,5,8,324,14,10,8,6,14,Uniform,Uniform,132.51
3489,1,2,4,8,468,13,13,1589,125,13,Favorite,Uniform,171.25
3490,1,3,8,13,445,12,11,554,96,12,Favorite,Uniform,142.5
3491,1,2,6,9,327,18,13,792,63,18,Favorite,Uniform,120
3492,1,1,6,6,444,11,11,419,42,11,Favorite,Uniform,116.75
3493,1,3,5,7,307,13,13,5471,66,13,Favorite,Uniform,150
3494,1,1,7,7,339,8,8,15,4,0,Favorite,Uniform,185.46
3495,1,1,4,4,363,8,8,646,34,3,Uniform,Uniform,107.46
3496,1,2,4,5,206,15,15,1671,80,0,Favorite,Uniform,194.61
3497,1,3,5,10,373,34,22,173,42,32,Favorite,Uniform,187.98
3498,1,2,8,10,334,6,6,205,17,6,Favorite,Uniform,107.5
3499,1,2,4,7,408,22,22,2882,269,21,Favorite,Uniform,172.99
3500,1,3,4,4,434,35,30,1230,189,35,Favorite,Uniform,302.5
3501,1,2,4,6,425,28,26,1023,86,17,Favorite,Uniform,319.03
3502,1,2,7,8,408,13,11,860,55,13,Favorite,Uniform,187
3503,1,4,3,7,369,22,21,4212,162,22,Uniform,Uniform,270
3504,1,3,3,7,399,12,12,645,64,8,Uniform,Uniform,219.96
3505,1,3,3,9,447,31,33,1301,30,30,Favorite,Uniform,313.97
3506,1,4,4,15,429,28,18,29,16,28,Favorite,Uniform,132.5
3507,1,1,6,6,366,9,9,1008,42,9,Favorite,Uniform,110
3508,1,4,2,5,397,27,24,1772,146,24,Favorite,Uniform,366.88
3509,1,2,6,7,166,19,15,1331,145,19,Uniform,Uniform,142.52
3510,1,2,6,8,449,37,21,2941,341,37,Favorite,Uniform,165
3511,1,2,6,9,332,12,10,1088,53,10,Favorite,Uniform,234.99
3512,1,3,3,6,454,15,15,4603,64,15,Favorite,Uniform,105.25
3513,1,2,3,7,369,21,21,1245,81,20,Favorite,Uniform,163.43
3514,1,2,7,9,456,11,11,321,41,9,Favorite,Uniform,101.23
3515,2,2,4,6,460,20,20,490,81,20,Uniform,Uniform,155.43
3516,1,2,4,8,391,14,12,2977,159,9,Favorite,Uniform,289.99
3517,1,1,4,4,354,11,9,242,47,11,Favorite,Uniform,112.51
3518,1,3,5,9,341,4,4,0,0,0,Favorite,NONE,127.96
3519,1,2,3,6,403,17,12,496,84,17,Uniform,Uniform,100.01
3520,1,2,4,6,367,14,14,1880,154,14,Favorite,Uniform,147.5
3521,1,1,5,5,302,16,14,855,58,16,Favorite,Uniform,172.5
3522,1,2,7,10,398,22,18,1474,63,22,Favorite,Uniform,172.5
3523,1,2,5,7,458,18,16,8792,271,14,Favorite,Uniform,279.99
3524,1,1,7,7,172,11,11,1378,52,2,Favorite,Uniform,201.16
3525,1,2,5,8,427,18,15,2362,104,18,Uniform,Uniform,150.02
3526,1,3,3,6,373,8,8,1078,109,8,Favorite,Uniform,102.47
3527,1,2,6,8,160,5,5,417,5,1,Favorite,Favorite,168.77
3528,1,2,4,5,392,13,13,79,24,13,Favorite,Uniform,162.5
3529,1,1,7,7,337,8,7,3015,142,4,Favorite,Uniform,106.21
3530,1,3,1,8,367,23,20,1072,97,23,Uniform,Uniform,225
3531,1,1,6,6,343,14,13,153,15,11,Uniform,Uniform,110.49
3532,1,1,6,6,287,23,18,882,71,23,Favorite,Uniform,260
3533,1,3,5,11,454,17,13,322,14,8,Uniform,Uniform,270.93
3534,1,3,5,11,371,14,10,882,91,11,Favorite,Uniform,107.98
3535,1,1,5,5,175,12,9,177,7,6,Uniform,Uniform,210
3536,1,1,4,4,328,11,11,17,6,11,Favorite,Uniform,102.5
3537,1,3,5,8,351,18,15,1625,101,18,Uniform,Uniform,102.52
3538,1,2,6,6,205,8,8,332,33,8,Favorite,Uniform,103.25
3539,1,3,5,12,447,26,17,3628,267,26,Favorite,Uniform,195
3540,1,1,4,4,385,10,8,345,52,8,Uniform,Uniform,128.14
3541,1,3,6,10,377,27,14,790,56,27,Uniform,Uniform,150
3542,1,1,6,6,408,14,11,945,43,12,Favorite,Uniform,125.48
3543,1,2,6,8,341,19,16,657,38,19,Favorite,Uniform,207.5
3544,1,5,5,13,331,19,19,975,131,18,Favorite,Uniform,211.83
3545,1,3,2,7,424,17,13,2484,96,17,Favorite,Uniform,145
3546,1,1,7,7,226,10,10,144,13,6,Uniform,Uniform,102.29
3547,1,1,6,6,207,7,7,522,30,7,Favorite,Uniform,110
3548,1,2,6,8,253,17,18,2946,116,16,Favorite,Uniform,224.98
3549,1,3,1,8,416,15,15,1243,185,15,Uniform,Uniform,105.04
3550,1,4,3,9,368,16,12,365,61,16,Favorite,Uniform,125
3551,1,2,5,10,365,16,16,604,71,16,Favorite,Uniform,102.51
3552,1,2,6,6,141,16,14,662,45,16,Uniform,Uniform,115
3553,1,2,6,9,201,23,23,902,41,18,Favorite,Uniform,311.33
3554,1,2,5,7,433,16,15,3182,174,15,Favorite,Uniform,110.52
3555,1,3,6,8,306,7,8,485,74,2,Favorite,Uniform,197.47
3556,2,2,4,8,243,20,14,625,66,20,Favorite,Uniform,193.23
3557,1,1,7,7,262,6,10,1643,111,0,Favorite,Uniform,189.48
3558,1,2,6,10,335,10,10,3202,150,4,Favorite,Uniform,138.59
3559,1,3,4,8,105,15,15,2667,81,15,Favorite,Uniform,212.5
3560,1,2,4,6,421,14,11,143,14,14,Uniform,Favorite,142.5
3561,1,2,7,7,352,39,39,4980,250,39,Favorite,Uniform,537.5
3562,1,3,3,11,324,27,27,1342,71,23,Favorite,Uniform,227.76
3563,1,3,3,8,392,25,17,1512,98,25,Favorite,Uniform,177.5
3564,1,3,6,12,336,22,18,667,61,22,Favorite,Uniform,157.5
3565,1,2,4,7,205,27,21,1124,80,24,Uniform,Uniform,205.26
3566,1,2,3,6,432,22,22,8006,632,21,Favorite,Uniform,262.99
3567,1,2,4,6,341,12,12,1203,142,12,Favorite,Uniform,132.43
3568,1,5,2,6,459,23,19,3479,243,23,Favorite,Uniform,170
3569,1,2,2,7,375,18,18,407,15,18,Uniform,Uniform,108.27
3570,1,1,7,7,201,6,6,455,43,6,Favorite,Uniform,111.75
3571,1,4,1,11,422,20,18,8047,330,20,Favorite,Uniform,150
3572,1,2,5,7,427,16,16,6610,241,6,Favorite,Uniform,422.5
3573,1,2,6,9,419,17,14,4163,112,17,Favorite,Uniform,127
3574,1,1,5,5,428,15,13,2353,109,15,Favorite,Uniform,114
3575,1,2,5,7,335,10,8,766,31,9,Favorite,Uniform,110.49
3576,1,3,6,10,421,19,18,2166,137,19,Favorite,Uniform,180
3577,1,2,8,8,184,20,20,703,88,20,Favorite,Uniform,242.5
3578,1,5,5,20,428,17,17,547,73,17,Favorite,Uniform,169
3579,1,3,6,8,317,13,13,487,56,13,Favorite,Uniform,210
3580,1,2,3,8,454,7,7,166,15,2,Favorite,Uniform,215.47
3581,1,2,8,8,211,14,11,445,49,14,Uniform,Uniform,125
3582,1,1,5,5,367,17,17,5491,762,17,Favorite,Uniform,155
3583,1,3,6,15,281,12,13,676,43,9,Favorite,Uniform,150.06
3584,1,2,3,7,463,20,20,3488,123,13,Uniform,Uniform,275.25
3585,1,3,3,10,303,10,10,114,12,10,Favorite,Uniform,140.5
3586,1,2,5,8,408,10,8,2227,77,10,Favorite,Favorite,112.5
3587,1,1,5,5,464,15,14,1388,140,15,Favorite,Uniform,141.01
3588,1,3,4,7,365,16,16,3617,116,14,Favorite,Uniform,147.76
3589,1,1,8,8,190,14,12,1999,109,9,Favorite,Uniform,228.11
3590,1,1,6,6,426,13,12,334,78,13,Favorite,Uniform,107.51
3591,1,4,4,8,365,16,13,1350,119,16,Uniform,Uniform,102.52
3592,1,2,5,9,391,35,25,754,68,35,Favorite,Uniform,277.5
3593,1,2,6,8,419,32,31,4166,193,32,Favorite,Uniform,215.02
3594,1,2,3,7,452,18,14,361,30,18,Uniform,Uniform,100
3595,1,4,2,6,465,29,31,2525,226,24,Favorite,Uniform,347.91
3596,1,1,6,6,227,6,6,216,21,6,Favorite,Favorite,105
3597,1,1,7,7,455,15,13,3244,264,15,Favorite,Uniform,140.5
3598,1,2,3,5,411,14,14,2691,263,14,Uniform,Uniform,110
3599,1,2,4,7,380,17,16,1558,68,17,Uniform,Uniform,130
3600,1,1,6,6,392,10,9,4208,87,10,Uniform,Uniform,141.25
3601,1,1,5,5,335,15,13,595,37,11,Favorite,Uniform,167.46
3602,1,2,5,7,247,14,10,854,45,14,Favorite,Uniform,110
3603,1,4,3,9,366,9,8,517,49,5,Uniform,Uniform,134.97
3604,1,2,4,6,245,9,9,3499,208,9,Favorite,Uniform,115.01
3605,1,4,4,6,471,26,22,2219,322,21,Favorite,Uniform,245.46
3606,1,2,4,7,299,18,18,521,46,13,Favorite,Uniform,206.11
3607,1,2,6,8,418,8,8,1177,147,6,Favorite,Uniform,100.98
3608,1,3,4,7,377,14,14,652,42,14,Uniform,Uniform,115
3609,1,2,2,5,343,16,13,2935,95,14,Favorite,Uniform,115.64
3610,1,2,3,6,432,22,16,30,16,22,Uniform,Uniform,117.5
3611,1,1,6,6,223,7,7,305,50,1,Favorite,Uniform,135.18
3612,1,4,4,9,464,60,49,18728,455,60,Favorite,Uniform,399.01
3613,1,2,4,5,403,14,14,983,56,13,Favorite,Uniform,179.74
3614,1,2,4,7,368,13,13,642,49,10,Favorite,Uniform,187.47
3615,1,2,8,8,200,8,8,329,57,8,Favorite,Uniform,117.5
3616,1,2,4,9,458,14,12,300,10,14,Uniform,Uniform,100
3617,1,2,5,10,323,20,13,225,31,20,Uniform,Uniform,112.5
3618,1,2,3,5,429,23,24,12372,1166,3,Uniform,Uniform,291.82
3619,2,1,6,6,378,13,13,602,93,13,Favorite,Uniform,144.72
3620,1,4,4,8,427,16,15,3374,147,16,Uniform,Uniform,145
3621,1,4,5,9,316,11,11,209,55,8,Favorite,Uniform,139.96
3622,1,2,5,9,463,11,8,444,21,10,Uniform,Uniform,102.49
3623,1,1,4,4,446,12,12,3308,145,12,Favorite,Uniform,152.5
3624,1,1,8,8,389,16,15,688,86,14,Uniform,Uniform,180.66
3625,1,2,4,6,386,20,14,1267,109,20,Uniform,Uniform,140
3626,1,2,6,9,377,10,9,829,83,10,Favorite,Uniform,100
3627,1,7,3,10,447,30,29,1079,75,30,Favorite,Uniform,269.25
3628,1,6,9,113,436,25,21,1898,260,23,Favorite,Uniform,240.98
3629,1,1,5,5,366,9,9,945,86,9,Favorite,Uniform,100
3630,1,2,6,6,231,9,9,1656,35,9,Favorite,Uniform,160
3631,1,2,5,5,452,12,12,1685,43,12,Favorite,Uniform,170
3632,1,3,6,10,137,25,14,1419,136,21,Uniform,Uniform,131.71
3633,1,3,4,8,452,21,19,7112,155,21,Favorite,Uniform,269.5
3634,1,2,2,4,401,13,13,577,58,13,Favorite,Uniform,117.52
3635,1,3,6,10,327,18,18,1353,121,18,Favorite,Uniform,277.53
3636,1,2,3,6,453,24,22,418,42,24,Favorite,Uniform,177.51
3637,1,2,5,7,354,11,11,2133,110,11,Favorite,Uniform,132.5
3638,2,3,5,8,459,12,12,2217,132,12,Favorite,Uniform,123.4
3639,1,2,5,7,253,25,21,316,53,25,Favorite,Uniform,174
3640,1,3,5,10,463,18,13,383,34,18,Uniform,Uniform,110
3641,1,4,4,8,369,17,15,1456,29,17,Uniform,Uniform,160
3642,1,2,5,9,351,9,9,331,23,9,Favorite,Uniform,105
3643,1,2,4,7,244,9,9,1041,73,9,Favorite,Uniform,112.5
3644,1,2,2,7,430,6,6,1367,47,3,Favorite,Uniform,164.99
3645,1,2,3,7,212,14,10,111,10,14,Uniform,Uniform,127.5
3646,1,2,4,5,443,33,30,5827,389,33,Favorite,Uniform,237.52
3647,1,2,4,8,379,6,6,1274,79,6,Favorite,Uniform,112.5
3648,1,2,4,6,369,11,10,232,16,11,Favorite,Uniform,110
3649,1,2,4,8,228,7,7,6,1,2,Favorite,Favorite,219.99
3650,1,2,6,8,349,17,14,302,53,17,Favorite,Uniform,162.5
3651,1,1,5,5,433,17,14,215,31,17,Favorite,Uniform,122.5
3652,1,4,2,10,324,9,9,141,9,4,Uniform,Uniform,215.48
3653,1,2,5,9,379,21,13,440,57,21,Favorite,Uniform,107.5
3654,1,3,3,8,433,25,19,1214,115,25,Favorite,Uniform,180
3655,1,1,5,5,123,8,6,276,24,4,Uniform,Uniform,187.49
3656,1,1,6,6,212,13,13,631,95,13,Favorite,Uniform,177.51
3657,1,4,5,11,388,25,20,839,104,24,Favorite,Uniform,152.49
3658,1,3,5,11,347,21,27,137,28,0,Favorite,Uniform,399.85
3659,1,3,4,11,397,16,12,824,26,16,Favorite,Uniform,120
3660,1,2,7,8,378,16,12,1091,71,16,Uniform,Uniform,127.5
3661,1,1,4,4,373,23,18,752,29,23,Uniform,Uniform,107.51
3662,1,2,3,6,453,13,13,1373,20,13,Favorite,Uniform,122.5
3663,1,2,7,7,347,35,32,1274,101,35,Favorite,Uniform,307.5
3664,1,2,5,7,421,21,21,348,51,12,Favorite,Uniform,338.19
3665,1,3,4,8,404,13,14,691,70,7,Favorite,Uniform,201.51
3666,1,2,9,9,366,18,18,228,22,14,Favorite,Favorite,165.92
3667,1,4,4,10,277,21,14,1907,152,21,Favorite,Uniform,118
3668,1,5,5,5,453,40,40,14327,697,38,Favorite,Uniform,459.96
3669,1,3,6,8,395,15,15,1649,144,11,Uniform,Uniform,230.02
3670,1,2,6,9,401,12,12,1017,48,12,Favorite,Uniform,133.75
3671,1,1,6,6,433,17,17,2208,245,17,Favorite,Uniform,137.51
3672,1,3,5,20,414,30,30,1004,160,25,Favorite,Uniform,257.45
3673,1,2,5,7,368,7,7,82,8,7,Favorite,Uniform,120
3674,1,2,5,7,393,26,25,1340,73,26,Favorite,Uniform,287.5
3675,1,2,4,7,468,15,15,2912,63,15,Uniform,Uniform,133.75
3676,1,4,4,5,467,15,15,1335,153,15,Favorite,Uniform,150
3677,1,3,4,8,374,11,11,3121,126,11,Favorite,Uniform,145
3678,1,1,5,5,322,10,10,1287,71,10,Favorite,Uniform,110
3679,1,2,4,7,377,17,17,332,33,8,Favorite,Uniform,377.84
3680,1,1,4,4,367,15,15,2448,48,10,Favorite,Uniform,226.37
3681,1,1,7,7,322,7,7,188,53,7,Favorite,Uniform,100.01
3682,1,1,5,5,466,14,14,136,19,14,Favorite,Uniform,138.75
3683,1,1,6,6,454,9,9,44,11,9,Favorite,Uniform,117.5
3684,1,1,5,5,380,7,7,1062,29,7,Favorite,Uniform,130
3685,1,1,6,6,345,25,20,1330,99,25,Favorite,Uniform,185.01
3686,1,1,6,6,439,17,17,5760,234,13,Favorite,Uniform,232.49
3687,1,2,4,6,398,8,8,815,51,8,Favorite,Uniform,117.5
3688,1,4,5,6,403,23,25,8423,450,22,Uniform,Uniform,177.5
3689,1,1,7,7,457,45,34,757,69,39,Favorite,Uniform,561.99
3690,1,2,4,6,131,10,10,768,19,10,Favorite,Uniform,120
3691,1,2,4,6,126,13,13,402,46,9,Uniform,Uniform,116.16
3692,1,3,6,8,163,17,14,346,55,17,Favorite,Uniform,165
3693,1,2,4,6,467,20,20,2931,106,13,Favorite,Uniform,273.93
3694,1,1,5,5,214,15,13,1142,105,11,Favorite,Uniform,229.99
3695,1,1,5,5,432,14,14,399,35,14,Favorite,Uniform,122.5
3696,1,5,6,9,370,18,17,3802,181,18,Favorite,Uniform,152.5
3697,1,3,3,7,392,18,9,719,28,18,Uniform,Uniform,105
3698,1,2,4,7,437,17,17,1842,94,17,Favorite,Uniform,143.75
3699,1,2,6,7,423,10,10,2719,38,10,Favorite,Uniform,105
3700,1,2,5,9,152,11,11,195,22,6,Favorite,Uniform,119.52
3701,1,2,4,5,454,32,27,2310,223,32,Favorite,Uniform,295
3702,1,1,7,7,189,10,10,191,33,10,Favorite,Uniform,127.5
3703,1,1,5,5,359,12,10,3420,259,10,Uniform,Uniform,107.49
3704,1,3,4,7,368,23,23,4705,191,18,Favorite,Uniform,273.57
3705,1,1,8,8,203,7,7,1731,49,2,Favorite,Uniform,195.48
3706,1,1,6,6,143,8,8,611,26,2,Favorite,Uniform,195
3707,1,2,5,6,390,18,18,746,102,18,Favorite,Uniform,160.01
3708,1,1,5,5,455,14,15,5925,328,10,Favorite,Uniform,160.46
3709,1,2,6,8,196,9,9,226,29,3,Favorite,Uniform,106.75
3710,1,2,5,6,415,15,15,2933,346,15,Favorite,Uniform,185
3711,1,2,4,6,468,10,9,2469,199,10,Uniform,Uniform,130.01
3712,1,1,6,6,382,11,10,592,63,11,Favorite,Uniform,101.5
3713,1,2,5,6,434,13,11,1446,114,13,Favorite,Uniform,150
3714,1,1,6,6,329,16,12,520,51,14,Uniform,Uniform,118.56
3715,1,1,7,7,346,16,15,1101,93,16,Uniform,Uniform,178.75
3716,1,2,0,5,399,12,12,1235,115,4,Favorite,Uniform,158.43
3717,1,2,5,8,248,19,22,2398,99,16,Favorite,Uniform,164.96
3718,1,3,3,6,438,4,4,469,45,1,Favorite,Uniform,158.45
3719,1,2,8,10,374,18,15,309,12,18,Uniform,Uniform,115
3720,1,1,4,4,201,13,13,170,25,11,Favorite,Uniform,123.98
3721,1,2,4,9,460,27,21,3159,141,27,Favorite,Uniform,222.5
3722,2,2,4,5,321,8,8,642,71,8,Favorite,Uniform,144.93
3723,1,1,6,6,364,11,10,2048,86,11,Favorite,Uniform,117.5
3724,1,3,3,6,359,17,17,2175,247,17,Uniform,Uniform,112.5
3725,1,2,4,6,240,21,13,640,56,21,Favorite,Uniform,103.75
3726,1,2,4,5,368,16,16,530,25,15,Favorite,Uniform,140.49
3727,1,3,1,7,360,49,39,151,36,49,Favorite,Uniform,377.5
3728,1,2,3,7,187,9,9,56,14,4,Favorite,Favorite,130.4
3729,1,1,113,113,419,17,17,610,48,16,Favorite,Uniform,159.99
3730,1,2,6,8,458,29,29,428,80,29,Favorite,Uniform,220
3731,1,2,5,7,152,9,9,819,23,9,Favorite,Uniform,112.5
3732,1,3,8,12,227,19,19,1794,130,19,Favorite,Uniform,227.5
3733,1,1,4,4,147,13,13,910,72,13,Favorite,Uniform,147.5
3734,1,2,6,8,321,12,10,4295,83,12,Favorite,Uniform,122.5
3735,1,8,2,8,370,7,7,1447,112,7,Favorite,Uniform,105
3736,1,2,3,4,374,11,11,534,40,8,Favorite,Uniform,118.97
3737,1,2,7,9,471,11,12,2029,83,10,Favorite,Uniform,162.48
3738,1,2,4,8,408,14,11,882,43,14,Uniform,Uniform,160
3739,1,3,4,8,444,22,19,3319,356,21,Favorite,Uniform,169.99
3740,1,2,8,13,437,6,6,34,8,2,Favorite,Uniform,179.99
3741,1,2,6,8,432,22,22,5231,202,22,Favorite,Uniform,217.5
3742,1,1,6,6,309,11,9,1835,63,11,Favorite,Uniform,102.5
3743,1,4,5,113,321,11,9,267,38,11,Favorite,Uniform,172.5
3744,1,1,6,6,466,7,7,53,7,5,Favorite,Uniform,152.48
3745,1,2,6,6,367,18,16,6743,168,15,Favorite,Uniform,174.97
3746,1,2,3,6,249,18,15,824,81,16,Favorite,Uniform,120.65
3747,1,3,1,7,200,9,9,1713,91,9,Favorite,Uniform,172.5
3748,1,2,5,7,452,23,20,3175,226,23,Favorite,Uniform,167.51
3749,1,2,5,5,378,8,8,749,27,4,Uniform,Uniform,124.49
3750,1,2,6,7,424,15,15,2930,230,15,Favorite,Uniform,148.77
3751,1,3,5,8,345,20,15,1560,85,20,Uniform,Uniform,163
3752,1,2,3,5,388,47,44,1287,153,42,Uniform,Uniform,688.23
3753,1,2,4,9,347,12,12,0,0,8,Favorite,NONE,267.46
3754,1,3,3,21,337,48,38,973,88,40,Favorite,Uniform,419.84
3755,1,2,5,7,335,16,12,1100,87,16,Favorite,Uniform,110
3756,1,2,5,5,367,13,12,2405,135,13,Uniform,Uniform,122.52
3757,1,2,4,6,375,20,18,297,54,20,Favorite,Uniform,130
3758,1,3,5,7,412,19,17,1419,59,19,Favorite,Uniform,184.5
3759,1,5,6,7,238,37,37,10404,382,37,Favorite,Uniform,582.5
3760,1,1,6,6,469,26,22,0,3,17,Favorite,Favorite,269.21
3761,1,3,12,19,403,13,12,1173,71,13,Favorite,Uniform,120
3762,1,2,5,7,360,11,11,2992,74,11,Favorite,Uniform,160
3763,1,1,7,7,137,7,7,534,41,4,Uniform,Uniform,124.47
3764,1,4,1,5,318,7,7,90,5,2,Favorite,Uniform,185.89
3765,1,3,5,8,378,16,16,1334,78,9,Favorite,Uniform,184.93
3766,1,2,4,6,440,14,13,1750,52,14,Favorite,Uniform,165
3767,1,3,5,22,326,11,11,273,30,10,Uniform,Uniform,127.48
3768,1,3,6,8,417,16,14,2571,207,11,Favorite,Uniform,154.05
3769,1,2,5,7,302,14,14,562,101,14,Favorite,Uniform,112.5
3770,1,1,5,5,459,21,21,734,85,21,Favorite,Uniform,167
3771,1,1,5,5,351,31,24,1289,92,31,Uniform,Uniform,242.5
3772,1,2,4,5,288,14,14,761,98,14,Favorite,Uniform,103.01
3773,1,1,6,6,367,17,17,1745,124,15,Favorite,Uniform,130.48
3774,1,3,6,7,299,14,10,1388,108,14,Favorite,Uniform,104.5
3775,1,3,4,10,447,14,13,1326,143,8,Favorite,Uniform,282.95
3776,1,1,4,4,169,9,9,220,17,9,Favorite,Uniform,105
3777,1,2,5,7,345,12,10,1747,53,12,Favorite,Uniform,145
3778,1,6,3,10,360,22,22,3009,198,22,Favorite,Uniform,195.75
3779,1,2,4,6,232,14,10,470,36,14,Favorite,Uniform,107.47
3780,1,3,5,9,440,18,18,910,62,18,Favorite,Uniform,182.5
3781,1,2,5,5,415,24,23,2152,125,24,Favorite,Uniform,192.52
3782,1,3,4,8,395,11,11,2261,157,11,Favorite,Uniform,122.51
3783,1,3,6,10,429,42,36,2469,229,39,Favorite,Uniform,222.97
3784,1,3,6,14,349,37,28,313,45,37,Favorite,Uniform,260
