Id,Model,Price,Age_06_15
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,102
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,101
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,94
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,95
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,95
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,91
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,92
948,TOYOTA Corolla 2/3-Doors,10250,91
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,96
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,99
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,102
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,102
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,98
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,101
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,91
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,94
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,100
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,95
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,92
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,92
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,95
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,99
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,95
964,TOYOTA Corolla ,9390,100
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,93
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,95
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,96
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,99
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,101
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,96
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,95
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,97
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,96
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,97
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,102
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,100
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,92
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,94
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,99
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,93
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,97
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,99
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,99
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,91
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,91
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,99
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,100
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,97
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,95
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,97
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,95
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,102
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,93
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,94
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,92
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,102
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,91
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,98
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,102
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,101
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,97
1003,TOYOTA Corolla 1.6 4/5-Doors,9900,98
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,91
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,94
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,100
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,100
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,96
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,95
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,102
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,95
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,94
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,96
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,93
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,94
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,97
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,100
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,99
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,99
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,96
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,99
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,102
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,91
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,98
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,92
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,102
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,91
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,99
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,93
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,99
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,94
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,91
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,102
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,92
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,102
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,94
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,94
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,91
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,102
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,96
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,96
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,92
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,100
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,93
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,97
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,96
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,101
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,100
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,107
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,113
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,112
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,5250,113
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,4400,108
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,111
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,103
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,114
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,110
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,110
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,112
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,104
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,107
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,112
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,111
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,111
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,105
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,112
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,114
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,112
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,108
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,107
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,103
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,107
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,112
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,103
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,110
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,104
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,6450,105
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,7900,109
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,103
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,109
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,111
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,114
1083,TOYOTA Corolla 2.0 DSL ,7950,105
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,113
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,108
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,114
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,110
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,105
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,107
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,113
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,111
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,108
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,112
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,111
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,114
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,107
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,105
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,106
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,111
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,110
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,109
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,108
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,104
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,110
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,108
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,106
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,109
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,108
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,114
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,111
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,108
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,111
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,105
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,110
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,108
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,105
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,112
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,107
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,110
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,105
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,112
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,111
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,107
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,108
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,106
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,107
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,114
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,110
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,114
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,106
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,114
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,109
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,112
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,105
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,107
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,109
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,108
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,105
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,106
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,106
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,111
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,114
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,110
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,108
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,108
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,107
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,114
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,109
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,111
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,109
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,108
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,109
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,108
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,108
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,113
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,112
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,114
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,109
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,114
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,107
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,113
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,103
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,106
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,113
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,105
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,111
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,114
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,112
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,107
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,107
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,103
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,108
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,112
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,108
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,112
1177,TOYOTA Corolla 1.6 Terra Stationwagen,6990,113
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,112
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,113
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,114
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,114
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,114
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,113
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,106
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,113
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,111
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,114
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,114
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,114
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,106
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,104
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,112
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,109
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,105
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,112
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,111
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,112
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,111
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,104
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,112
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,108
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,113
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,110
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,109
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,103
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,108
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,106
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,107
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,109
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,112
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,109
1213,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,107
1214,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,106
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,104
1216,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,112
1217,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,107
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,114
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,106
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,114
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,113
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,114
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,104
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,114
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,104
1226,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,107
1227,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,104
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,107
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,113
1230,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,110
1231,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,107
1232,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,108
1233,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,114
1234,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7250,112
1235,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7750,111
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,109
1237,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,114
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,110
1239,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,105
1240,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,103
1241,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,105
1242,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,105
1243,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,112
1244,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,5950,112
1245,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,109
1246,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,111
1247,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,114
1248,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,8950,105
1249,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,113
1250,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,110
1251,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,6950,104
1252,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,111
1253,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,7250,112
